threshold,recall,precision,f1,roc_auc,avg_precision,tn,fp,fn,tp,fpr,predicted_positive,model,n_models
0.17001755031672694,1.0,0.0815822002472188,0.15085714285714286,0.8750412366275508,0.3416812661042627,543,743,0,66,0.5777604976671851,809,ExtraTrees+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,4
0.059598689972466236,1.0,0.08148148148148149,0.1506849315068493,0.8755832037325039,0.3385740844679727,542,744,0,66,0.578538102643857,810,XGBoost+LightGBM+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE,5
0.13580963687402403,1.0,0.08138101109741061,0.15051311288483465,0.8747113436071445,0.34203566371584615,541,745,0,66,0.5793157076205288,811,XGBoost+LightGBM+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,5
0.16889977497779218,1.0,0.08138101109741061,0.15051311288483465,0.8729676233564259,0.33772297917439803,541,745,0,66,0.5793157076205288,811,XGBoost+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,4
0.09132033189748752,1.0,0.08098159509202454,0.14982973893303064,0.8779395824496913,0.32867516687928544,537,749,0,66,0.5824261275272161,815,LightGBM+XGBoost_SMOTE+RandomForest+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,8
0.11421636406168671,1.0,0.08098159509202454,0.14982973893303064,0.8768203025590273,0.3394429161353495,537,749,0,66,0.5824261275272161,815,XGBoost+LightGBM+ExtraTrees+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,6
0.10347323645427145,1.0,0.08098159509202454,0.14982973893303064,0.8765611009001366,0.3271515940362649,537,749,0,66,0.5824261275272161,815,LightGBM+XGBoost_SMOTE+RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,7
0.13636981998223377,1.0,0.08098159509202454,0.14982973893303064,0.8759602243272538,0.35105824371411337,537,749,0,66,0.5824261275272161,815,XGBoost+ExtraTrees+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,5
0.12014392845349146,1.0,0.08098159509202454,0.14982973893303064,0.8748055987558321,0.30908198566444667,537,749,0,66,0.5824261275272161,815,XGBoost_SMOTE+RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,6
0.10387336724584982,1.0,0.08078335373317014,0.14949037372593432,0.876855648239785,0.31880092416131733,535,751,0,66,0.5839813374805599,817,XGBoost_SMOTE+RandomForest+ExtraTrees+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,7
0.09076144422802015,1.0,0.08078335373317014,0.14949037372593432,0.876136952731043,0.3271875830615734,535,751,0,66,0.5839813374805599,817,XGBoost+LightGBM+XGBoost_SMOTE+RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE+EasyEnsemble,8
